,image_path,label
1422,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8064.jpg,Cloudy
1423,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8158.jpg,Cloudy
1424,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8198.jpg,Cloudy
1425,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_799.jpg,Cloudy
1426,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_823.jpg,Cloudy
1427,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8220.jpg,Cloudy
1428,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_7971.jpg,Cloudy
1429,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8013.jpg,Cloudy
1430,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_7959.jpg,Cloudy
1431,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_790.jpg,Cloudy
1432,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_7801.jpg,Cloudy
1433,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_7791.jpg,Cloudy
1434,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_7759.jpg,Cloudy
1435,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_7820.jpg,Cloudy
1436,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_782.jpg,Cloudy
1437,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_7824.jpg,Cloudy
1438,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_7859.jpg,Cloudy
1439,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8839.jpg,Cloudy
1440,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8816.jpg,Cloudy
1441,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8836.jpg,Cloudy
1442,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8840.jpg,Cloudy
1443,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8871.jpg,Cloudy
1444,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8809.jpg,Cloudy
1445,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8755.jpg,Cloudy
1446,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8765.jpg,Cloudy
1447,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8773.jpg,Cloudy
1448,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8731.jpg,Cloudy
1449,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8608.jpg,Cloudy
1450,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8627.jpg,Cloudy
1451,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8658.jpg,Cloudy
1452,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8650.jpg,Cloudy
1453,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_860.jpg,Cloudy
1454,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8742.jpg,Cloudy
1455,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8481.jpg,Cloudy
1456,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8499.jpg,Cloudy
1457,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8458.jpg,Cloudy
1458,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8544.jpg,Cloudy
1459,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8519.jpg,Cloudy
1460,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8421.jpg,Cloudy
1461,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8478.jpg,Cloudy
1462,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8588.jpg,Cloudy
1463,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8546.jpg,Cloudy
1464,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9852.jpg,Cloudy
1465,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9713.jpg,Cloudy
1466,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_970.jpg,Cloudy
1467,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9442.jpg,Cloudy
1468,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9499.jpg,Cloudy
1469,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9346.jpg,Cloudy
1470,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9422.jpg,Cloudy
1471,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9529.jpg,Cloudy
1472,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9300.jpg,Cloudy
1473,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9258.jpg,Cloudy
1474,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9587.jpg,Cloudy
1475,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9229.jpg,Cloudy
1476,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8961.jpg,Cloudy
1477,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9006.jpg,Cloudy
1478,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9170.jpg,Cloudy
1479,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_902.jpg,Cloudy
1480,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8972.jpg,Cloudy
1481,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9108.jpg,Cloudy
1482,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9179.jpg,Cloudy
1483,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9021.jpg,Cloudy
1484,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9132.jpg,Cloudy
1485,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8937.jpg,Cloudy
1486,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8872.jpg,Cloudy
1487,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8884.jpg,Cloudy
1488,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_893.jpg,Cloudy
1489,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_8930.jpg,Cloudy
1490,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9950.jpg,Cloudy
1491,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9943.jpg,Cloudy
1492,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9752.jpg,Cloudy
1493,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9868.jpg,Cloudy
1494,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9843.jpg,Cloudy
1495,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_984.jpg,Cloudy
1496,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9770.jpg,Cloudy
1497,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9844.jpg,Cloudy
1498,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9783.jpg,Cloudy
1499,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/cloudy/train_9761.jpg,Cloudy
1500,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(102).jpg,Desert
1501,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1018).jpg,Desert
1502,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1012).jpg,Desert
1503,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1017).jpg,Desert
1504,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1016).jpg,Desert
1505,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1013).jpg,Desert
1506,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1014).jpg,Desert
1507,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1015).jpg,Desert
1508,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1019).jpg,Desert
1509,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1011).jpg,Desert
1510,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1010).jpg,Desert
1511,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1007) (1).jpg,Desert
1512,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1007).jpg,Desert
1513,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1008) (1).jpg,Desert
1514,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1009).jpg,Desert
1515,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1008).jpg,Desert
1516,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(101) (1).jpg,Desert
1517,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1009) (1).jpg,Desert
1518,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(101).jpg,Desert
1519,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1006).jpg,Desert
1520,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1002).jpg,Desert
1521,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1000).jpg,Desert
1522,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(10).jpg,Desert
1523,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1003).jpg,Desert
1524,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1001).jpg,Desert
1525,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1).jpg,Desert
1526,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1005).jpg,Desert
1527,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1004).jpg,Desert
1528,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(100).jpg,Desert
1529,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1042).jpg,Desert
1530,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(104).jpg,Desert
1531,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1040).jpg,Desert
1532,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1044).jpg,Desert
1533,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1043).jpg,Desert
1534,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1041).jpg,Desert
1535,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1045).jpg,Desert
1536,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1046).jpg,Desert
1537,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1039).jpg,Desert
1538,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1038).jpg,Desert
1539,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1032).jpg,Desert
1540,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1033).jpg,Desert
1541,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1031).jpg,Desert
1542,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1030).jpg,Desert
1543,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1034).jpg,Desert
1544,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1035).jpg,Desert
1545,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1036).jpg,Desert
1546,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1037).jpg,Desert
1547,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1027).jpg,Desert
1548,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(103).jpg,Desert
1549,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1023).jpg,Desert
1550,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1029).jpg,Desert
1551,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1026).jpg,Desert
1552,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1024).jpg,Desert
1553,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1021).jpg,Desert
1554,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1025).jpg,Desert
1555,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1022).jpg,Desert
1556,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1028).jpg,Desert
1557,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1020).jpg,Desert
1558,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1073).jpg,Desert
1559,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1066).jpg,Desert
1560,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1058).jpg,Desert
1561,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1059).jpg,Desert
1562,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1065).jpg,Desert
1563,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1061).jpg,Desert
1564,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1060).jpg,Desert
1565,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1063).jpg,Desert
1566,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1062).jpg,Desert
1567,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(106).jpg,Desert
1568,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1064).jpg,Desert
1569,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1057).jpg,Desert
1570,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(105).jpg,Desert
1571,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1051).jpg,Desert
1572,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1049).jpg,Desert
1573,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1056).jpg,Desert
1574,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1053).jpg,Desert
1575,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1054).jpg,Desert
1576,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1052).jpg,Desert
1577,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1050).jpg,Desert
1578,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1055).jpg,Desert
1579,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1048).jpg,Desert
1580,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1047).jpg,Desert
1581,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1083).jpg,Desert
1582,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1076).jpg,Desert
1583,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1080).jpg,Desert
1584,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1081).jpg,Desert
1585,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1079).jpg,Desert
1586,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1078).jpg,Desert
1587,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1077).jpg,Desert
1588,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(11).jpg,Desert
1589,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1092).jpg,Desert
1590,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1087).jpg,Desert
1591,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1085).jpg,Desert
1592,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1090).jpg,Desert
1593,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1086).jpg,Desert
1594,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(109).jpg,Desert
1595,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1089).jpg,Desert
1596,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1088).jpg,Desert
1597,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1091).jpg,Desert
1598,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1084).jpg,Desert
1599,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(108).jpg,Desert
1600,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1082).jpg,Desert
1601,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1075).jpg,Desert
1602,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1074).jpg,Desert
1603,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(107).jpg,Desert
1604,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1071).jpg,Desert
1605,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1067).jpg,Desert
1606,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1070).jpg,Desert
1607,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1069).jpg,Desert
1608,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1072).jpg,Desert
1609,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(1068).jpg,Desert
1610,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(137).jpg,Desert
1611,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(136).jpg,Desert
1612,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(134).jpg,Desert
1613,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(130).jpg,Desert
1614,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(129).jpg,Desert
1615,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(132).jpg,Desert
1616,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(13).jpg,Desert
1617,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(131).jpg,Desert
1618,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(133).jpg,Desert
1619,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(135).jpg,Desert
1620,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(128).jpg,Desert
1621,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(12).jpg,Desert
1622,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(127).jpg,Desert
1623,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(122).jpg,Desert
1624,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(120).jpg,Desert
1625,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(126).jpg,Desert
1626,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(121).jpg,Desert
1627,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(123).jpg,Desert
1628,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(124).jpg,Desert
1629,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(125).jpg,Desert
1630,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(119).jpg,Desert
1631,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(118).jpg,Desert
1632,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(110).jpg,Desert
1633,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(112).jpg,Desert
1634,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(113).jpg,Desert
1635,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(115).jpg,Desert
1636,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(114).jpg,Desert
1637,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(111).jpg,Desert
1638,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(116).jpg,Desert
1639,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(117).jpg,Desert
1640,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(162).jpg,Desert
1641,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(160).jpg,Desert
1642,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(157).jpg,Desert
1643,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(161).jpg,Desert
1644,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(155).jpg,Desert
1645,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(153).jpg,Desert
1646,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(147).jpg,Desert
1647,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(148).jpg,Desert
1648,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(154).jpg,Desert
1649,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(15).jpg,Desert
1650,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(151).jpg,Desert
1651,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(149).jpg,Desert
1652,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(150).jpg,Desert
1653,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(152).jpg,Desert
1654,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(146).jpg,Desert
1655,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(145).jpg,Desert
1656,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(138).jpg,Desert
1657,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(14).jpg,Desert
1658,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(141).jpg,Desert
1659,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(143).jpg,Desert
1660,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(139).jpg,Desert
1661,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(142).jpg,Desert
1662,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(140).jpg,Desert
1663,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(144).jpg,Desert
1664,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(188).jpg,Desert
1665,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(182).jpg,Desert
1666,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(181).jpg,Desert
1667,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(180).jpg,Desert
1668,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(179).jpg,Desert
1669,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(178).jpg,Desert
1670,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(177).jpg,Desert
1671,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(175).jpg,Desert
1672,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(174).jpg,Desert
1673,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(176).jpg,Desert
1674,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(18).jpg,Desert
1675,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(173).jpg,Desert
1676,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(165).jpg,Desert
1677,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(170).jpg,Desert
1678,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(167).jpg,Desert
1679,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(169).jpg,Desert
1680,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(172).jpg,Desert
1681,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(166).jpg,Desert
1682,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(17).jpg,Desert
1683,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(168).jpg,Desert
1684,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(171).jpg,Desert
1685,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(164).jpg,Desert
1686,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(156).jpg,Desert
1687,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/desert/desert(159).jpg,Desert
